rowid,idhspid,DHSID,mean_pn,num
232,85401        22 3  3,BF199300000022,0.2775777533344477,19
233,85401        22 3  3,BF199300000022,0.34607170975941015,18
234,85401        22 7  4,BF199300000022,0.31449772355137323,19
235,85401        22 9  3,BF199300000022,0.3366106014447054,19
236,85401        2210  2,BF199300000022,0.3312325502185067,19
237,85401        2211  6,BF199300000022,0.2907063069495749,19
238,85401        2211  6,BF199300000022,0.32287383756128424,18
239,85401        2212  2,BF199300000022,0.32316162630932327,19
240,85401        2212  2,BF199300000022,0.34607170975941015,18
241,85401        2213  2,BF199300000022,0.3319638684942634,19
242,85401        2218  2,BF199300000022,0.30927233971313295,19
243,85401        2220  2,BF199300000022,0.306010898080011,19
244,85401        2220  2,BF199300000022,0.3230085100721361,19
245,85401        2221  2,BF199300000022,0.306010898080011,19
246,85401        2222  2,BF199300000022,0.27863672956373764,19
247,85401        2222  2,BF199300000022,0.3109297494004582,19
248,85401        23 3  8,BF199300000023,0.31701552814047207,19
249,85401        23 3  8,BF199300000023,0.3109297494004582,19
250,85401        23 4  2,BF199300000023,0.306010898080011,19
251,85401        23 4  2,BF199300000023,0.31449772355137323,19
252,85401        23 5  2,BF199300000023,0.3473523238108701,18
253,85401        23 6  2,BF199300000023,0.2705025769205581,19
254,85401        23 6  2,BF199300000023,0.2705025769205581,19
255,85401        23 6  8,BF199300000023,0.3194452409993005,19
256,85401        23 8  2,BF199300000023,0.31449772355137323,19
257,85401        23 9  2,BF199300000023,0.29110160621745945,19
258,85401        2311  2,BF199300000023,0.30055371468727515,19
259,85401        2311  9,BF199300000023,0.3151885785421092,19
260,85401        2312  2,BF199300000023,0.3454569734674068,18
261,85401        2312  6,BF199300000023,0.28426494961712245,19
262,85401        24 1  2,BF199300000024,0.31449772355137323,19
263,85401        24 1  7,BF199300000024,0.31449772355137323,19
264,85401        24 2  2,BF199300000024,0.2775777533344477,19
265,85401        24 2  2,BF199300000024,0.34419881758068,18
266,85401        24 3  2,BF199300000024,0.2995935801673888,19
267,85401        24 4  2,BF199300000024,0.32316162630932327,19
268,85401        24 5  2,BF199300000024,0.31701552814047207,19
269,85401        24 7  2,BF199300000024,0.3366106014447054,19
270,85401        24 7  3,BF199300000024,0.33479328096113176,19
271,85401        24 9  2,BF199300000024,0.3454569734674068,18
272,85401        2410  2,BF199300000024,0.31701552814047207,19
273,85401        2410  2,BF199300000024,0.34602072529312755,18
274,85401        2410  8,BF199300000024,0.3151885785421092,19
275,85401        2410  8,BF199300000024,0.33670559404307787,18
276,85401        2412  4,BF199300000024,0.3188285192187574,19
277,85401        2413  2,BF199300000024,0.32316162630932327,19
278,85401        2413  2,BF199300000024,0.3230085100721361,19
279,85401        2413  3,BF199300000024,0.3454569734674068,18
280,85401        2415  2,BF199300000024,0.2995935801673888,19
281,85401        2415  2,BF199300000024,0.31449772355137323,19
282,85401        2416  2,BF199300000024,0.2893770800192172,19
283,85401        2417  2,BF199300000024,0.28426494961712245,19
284,85401        2419  2,BF199300000024,0.3293339643448333,18
285,85401        2421  2,BF199300000024,0.31449772355137323,19
286,85401        2418  2,BF199300000024,0.3473523238108701,18
287,85401        25 2  2,BF199300000025,0.33922687143651026,18
288,85401        25 2  2,BF199300000025,0.31412303022548044,19
289,85401        25 7  7,BF199300000025,0.31449772355137323,19
290,85401        25 8  2,BF199300000025,0.33670559404307787,18
291,85401        25 9  2,BF199300000025,0.3394379843446192,18
292,85401        2511  2,BF199300000025,0.3293339643448333,18
293,85401        2513  2,BF199300000025,0.25171190706172425,19
294,85401        2514  2,BF199300000025,0.3386201749797221,18
295,85401        2515  2,BF199300000025,0.3373699881962406,19
296,85401        2515  9,BF199300000025,0.34607170975941015,18
297,85401        2516  2,BF199300000025,0.28426494961712245,19
298,85401        2523  2,BF199300000025,0.30055371468727515,19
299,85401        2523  2,BF199300000025,0.34607170975941015,18
300,85401        2530  2,BF199300000025,0.3373699881962406,19
301,85401        2533  2,BF199300000025,0.29753553784673287,18
302,85401        2534  2,BF199300000025,0.28402538176969433,19
303,85401        2534  2,BF199300000025,0.27867077150287894,19
304,85401        2535  2,BF199300000025,0.3319638684942634,19
305,85401        2536  2,BF199300000025,0.2907063069495749,19
306,85401        2537  2,BF199300000025,0.2729821892858867,18
307,85401        2537  2,BF199300000025,0.34419881758068,18
308,85401        2538  8,BF199300000025,0.2775777533344477,19
309,85401        2539  5,BF199300000025,0.29110160621745945,19
310,85401        2539  5,BF199300000025,0.2801678982587304,19
311,85401        2541  2,BF199300000025,0.28155871501116664,19
312,85401        2541  2,BF199300000025,0.3109297494004582,19
313,85401        2542  2,BF199300000025,0.30055371468727515,19
314,85401        2542  2,BF199300000025,0.3473523238108701,18
315,85401        26 2  2,BF199300000026,0.32752258243646226,19
316,85401        26 5  2,BF199300000026,0.3373699881962406,19
317,85401        26 9  2,BF199300000026,0.3188285192187574,19
318,85401        2611  2,BF199300000026,0.30927233971313295,19
319,85401        2614  2,BF199300000026,0.2801678982587304,19
320,85401        2615  2,BF199300000026,0.33479328096113176,19
321,85401        2616  2,BF199300000026,0.33839992111573736,18
322,85401        2619  2,BF199300000026,0.30927233971313295,19
323,85401        2623  7,BF199300000026,0.2893770800192172,19
324,85401        2624  1,BF199300000026,0.31412303022548044,19
325,85401        2628  2,BF199300000026,0.31701552814047207,19
326,85401        2636  2,BF199300000026,0.3188285192187574,19
327,85401        2637  2,BF199300000026,0.28426494961712245,19
328,85401        2637  2,BF199300000026,0.32287383756128424,18
329,85401        2641  2,BF199300000026,0.33670559404307787,18
330,85401        27 1  2,BF199300000027,0.2775777533344477,19
331,85401        27 2  2,BF199300000027,0.3247845468936282,19
332,85401        27 2  2,BF199300000027,0.29615035381010996,19
333,85401        27 4  2,BF199300000027,0.32316162630932327,19
334,85401        27 4  2,BF199300000027,0.2801678982587304,19
335,85401        27 6  2,BF199300000027,0.31412303022548044,19
336,85401        27 8  2,BF199300000027,0.2705025769205581,19
337,85401        2710  6,BF199300000027,0.3194452409993005,19
338,85401        2710 10,BF199300000027,0.3394379843446192,18
339,85401        2710 10,BF199300000027,0.3454569734674068,18
340,85401        2718  2,BF199300000027,0.2893770800192172,19
341,85401        2718  2,BF199300000027,0.31449772355137323,19
342,85401        2718  7,BF199300000027,0.3230085100721361,19
343,85401        2719  2,BF199300000027,0.33922687143651026,18
344,85401        2719  2,BF199300000027,0.32287383756128424,18
345,85401        2720  2,BF199300000027,0.3408218297223767,18
346,85401        2720  2,BF199300000027,0.27269339439316265,19
347,85401        28 1  2,BF199300000028,0.32316162630932327,19
348,85401        28 3  2,BF199300000028,0.3373699881962406,19
349,85401        28 3  2,BF199300000028,0.34312214293026194,18
350,85401        28 8  2,BF199300000028,0.34607170975941015,18
351,85401        28 9  2,BF199300000028,0.2995935801673888,19
352,85401        2812  3,BF199300000028,0.2893770800192172,19
353,85401        2812  3,BF199300000028,0.34312214293026194,18
354,85401        2813  2,BF199300000028,0.33670559404307787,18
355,85401        2814  2,BF199300000028,0.3151885785421092,19
356,85401        2814  2,BF199300000028,0.34602072529312755,18
357,85401        2821  2,BF199300000028,0.306010898080011,19
358,85401        2824  2,BF199300000028,0.2992708456821075,19
359,85401        2824  2,BF199300000028,0.3312325502185067,19
360,85401        2826  1,BF199300000028,0.32287383756128424,18
361,85401        2827  1,BF199300000028,0.3109297494004582,19
362,85401        2828  2,BF199300000028,0.2992708456821075,19
363,85401        2829  2,BF199300000028,0.2995935801673888,19
364,85401        2829  2,BF199300000028,0.29753553784673287,18
365,85401        2832  3,BF199300000028,0.3293339643448333,18
366,85401        2833  2,BF199300000028,0.30055371468727515,19
367,85401        2833  2,BF199300000028,0.29110160621745945,19
368,85401        2834  2,BF199300000028,0.27863672956373764,19
369,85401        2838  2,BF199300000028,0.30055371468727515,19
370,85401        2838  2,BF199300000028,0.34602072529312755,18
371,85401        2841  2,BF199300000028,0.3473523238108701,18
372,85401        29 2  2,BF199300000029,0.2801678982587304,19
373,85401        29 3  2,BF199300000029,0.3408218297223767,18
374,85401        29 3  2,BF199300000029,0.3312325502185067,19
375,85401        29 4  2,BF199300000029,0.3188285192187574,19
376,85401        29 5  2,BF199300000029,0.28426494961712245,19
377,85401        29 6  2,BF199300000029,0.2992708456821075,19
378,85401        29 6  2,BF199300000029,0.31449772355137323,19
379,85401        29 8  2,BF199300000029,0.3293339643448333,18
380,85401        29 9  2,BF199300000029,0.32974400863735565,19
381,85401        2911  2,BF199300000029,0.27269339439316265,19
382,85401        30 1  2,BF199300000030,0.31449772355137323,19
383,85401        30 2  2,BF199300000030,0.306010898080011,19
384,85401        30 3  2,BF199300000030,0.31449772355137323,19
385,85401        30 3  4,BF199300000030,0.2528691301031227,19
386,85401        30 4  2,BF199300000030,0.32398693534187883,19
387,85401        30 4 10,BF199300000030,0.34068428452956495,19
388,85401        30 5  4,BF199300000030,0.31701552814047207,19
389,85401        30 6  2,BF199300000030,0.30187510252666366,19
390,85401        30 6  2,BF199300000030,0.3230085100721361,19
391,85401        30 8  1,BF199300000030,0.34607170975941015,18
392,85401        3010  2,BF199300000030,0.29110160621745945,19
393,85401        3012  2,BF199300000030,0.3373699881962406,19
394,85401        3013  2,BF199300000030,0.25171190706172425,19
395,85401        3013  2,BF199300000030,0.31412303022548044,19
396,85401        3015  2,BF199300000030,0.2992708456821075,19
397,85401        3015  2,BF199300000030,0.34607170975941015,18
398,85401        3017  2,BF199300000030,0.30927233971313295,19
399,85401        3017  7,BF199300000030,0.3373699881962406,19
400,85401        3017  7,BF199300000030,0.32287383756128424,18
401,85401        31 2  2,BF199300000031,0.3247845468936282,19
402,85401        31 2  2,BF199300000031,0.29753553784673287,18
403,85401        31 9  2,BF199300000031,0.2992708456821075,19
404,85401        31 9  2,BF199300000031,0.3373699881962406,19
405,85401        3110  3,BF199300000031,0.33839992111573736,18
406,85401        3110  5,BF199300000031,0.2992708456821075,19
407,85401        3110  5,BF199300000031,0.27269339439316265,19
408,85401        3111  6,BF199300000031,0.2705025769205581,19
409,85401        3112  2,BF199300000031,0.30187510252666366,19
410,85401        3112  2,BF199300000031,0.3230085100721361,19
411,85401        3113  8,BF199300000031,0.3373699881962406,19
412,85401        3115  2,BF199300000031,0.29615035381010996,19
413,85401        3117  1,BF199300000031,0.3230085100721361,19
414,85401        3119  2,BF199300000031,0.30187510252666366,19
415,85401        3126  2,BF199300000031,0.33922687143651026,18
416,85401        3126  2,BF199300000031,0.27269339439316265,19
417,85401        3129  2,BF199300000031,0.30187510252666366,19
418,85401        3133  2,BF199300000031,0.25171190706172425,19
419,85401        3133  2,BF199300000031,0.3188285192187574,19
420,85401        3135 11,BF199300000031,0.3188285192187574,19
421,85401        3136  3,BF199300000031,0.32752258243646226,19
422,85401        3137  2,BF199300000031,0.31449772355137323,19
423,85401        3140  3,BF199300000031,0.3386201749797221,18
424,85401        3140  3,BF199300000031,0.34607170975941015,18
425,85401        3140  8,BF199300000031,0.3319638684942634,19
426,85401        3142  2,BF199300000031,0.31701552814047207,19
427,85401        3142  2,BF199300000031,0.2705025769205581,19
428,85401        3143  2,BF199300000031,0.32752258243646226,19
429,85401        3144  1,BF199300000031,0.32398693534187883,19
430,85401        3146  2,BF199300000031,0.33922687143651026,18
431,85401        3146  2,BF199300000031,0.3109297494004582,19
432,85401        3147  2,BF199300000031,0.28155871501116664,19
433,85401        3150  5,BF199300000031,0.29110160621745945,19
434,85401        3150  9,BF199300000031,0.28155871501116664,19
435,85401        3150  9,BF199300000031,0.33839992111573736,18
436,85401        3151  1,BF199300000031,0.34607170975941015,18
437,85401        3152  2,BF199300000031,0.2976736108384145,19
438,85401        3153  2,BF199300000031,0.2729821892858867,18
439,85401        3153  2,BF199300000031,0.34068428452956495,19
440,85401        3153  4,BF199300000031,0.34068428452956495,19
441,85401        3154  2,BF199300000031,0.3473523238108701,18
442,85401        3154  2,BF199300000031,0.3188285192187574,19
443,85401        3154  3,BF199300000031,0.3319638684942634,19
444,85401        3154  3,BF199300000031,0.2705025769205581,19
445,85401        3154  4,BF199300000031,0.3312325502185067,19
446,85401        3157  2,BF199300000031,0.3293339643448333,18
447,85401        3158  2,BF199300000031,0.31449772355137323,19
448,85401        3160  2,BF199300000031,0.2729821892858867,18
449,85401        3160  2,BF199300000031,0.2995935801673888,19
450,85401        3161  2,BF199300000031,0.29615035381010996,19
451,85401        3162  2,BF199300000031,0.3194452409993005,19
452,85401        32 1  2,BF199300000032,0.2729821892858867,18
453,85401        32 1  2,BF199300000032,0.33670559404307787,18
454,85401        32 2  2,BF199300000032,0.3247845468936282,19
455,85401        32 2  2,BF199300000032,0.29615035381010996,19
456,85401        32 9  2,BF199300000032,0.3373699881962406,19
457,85401        3211  2,BF199300000032,0.25171190706172425,19
458,85401        3211  2,BF199300000032,0.34602072529312755,18
459,85401        3212  2,BF199300000032,0.3386201749797221,18
460,85401        3212  2,BF199300000032,0.34419881758068,18
461,85401        3213  2,BF199300000032,0.3394379843446192,18
462,85401        3213  2,BF199300000032,0.34068428452956495,19
463,85401        3215  6,BF199300000032,0.2729821892858867,18
464,85401        3215  6,BF199300000032,0.28402538176969433,19
465,85401        3215  6,BF199300000032,0.33670559404307787,18
466,85401        3215 12,BF199300000032,0.2705025769205581,19
467,85401        3216  2,BF199300000032,0.28402538176969433,19
468,85401        3216  6,BF199300000032,0.28155871501116664,19
469,85401        3216  6,BF199300000032,0.28155871501116664,19
470,85401        3216  6,BF199300000032,0.31449772355137323,19
471,85401        3218  2,BF199300000032,0.29615035381010996,19
472,85401        3220  2,BF199300000032,0.31555587137374846,18
473,85401        3221  2,BF199300000032,0.31701552814047207,19
474,85401        3221  2,BF199300000032,0.31449772355137323,19
475,85401        3224  2,BF199300000032,0.34068428452956495,19
476,85401        33 1  1,BF199300000033,0.31555587137374846,18
477,85401        33 1  1,BF199300000033,0.32287383756128424,18
478,85401        33 1  7,BF199300000033,0.2992708456821075,19
479,85401        33 2  7,BF199300000033,0.31555587137374846,18
480,85401        33 2 10,BF199300000033,0.2992708456821075,19
481,85401        33 3  2,BF199300000033,0.3408218297223767,18
482,85401        33 3  2,BF199300000033,0.3312325502185067,19
483,85401        33 4  2,BF199300000033,0.2995935801673888,19
484,85401        33 8  7,BF199300000033,0.27269339439316265,19
485,85401        33 9  2,BF199300000033,0.27863672956373764,19
486,85401        33 9  2,BF199300000033,0.27863672956373764,19
487,85401        33 9  2,BF199300000033,0.34607170975941015,18
488,85401        3310  2,BF199300000033,0.3194452409993005,19
489,85401        3314  2,BF199300000033,0.28402538176969433,19
490,85401        3314  2,BF199300000033,0.2976736108384145,19
491,85401        34 1  9,BF199300000034,0.34068428452956495,19
