ID,idhspid,dhsid,mean_pn,num
561,85401        37 5  2,BF199300000037,0.33,2
562,85401        37 6  2,BF199300000037,25.786666666666665,9
563,85401        37 8  2,BF199300000037,75.05444444444444,9
564,85401        37 8  2,BF199300000037,52.37544444444444,9
565,85401        37 8  5,BF199300000037,88.92022222222222,9
567,85401        3710  2,BF199300000037,74.47677777777778,9
569,85401        3710  2,BF199300000037,85.27833333333334,9
570,85401        3712  2,BF199300000037,89.20611111111111,9
571,85401        3712  2,BF199300000037,2.4852499999999997,4
572,85401        3713  7,BF199300000037,71.10811111111111,9
573,85401        3713  7,BF199300000037,38.75277777777777,9
574,85401        3713 10,BF199300000037,74.47677777777778,9
576,85401        3713 20,BF199300000037,76.56222222222222,9
578,85401        3714  2,BF199300000037,58.471888888888884,9
579,85401        3717  2,BF199300000037,65.88811111111112,9
580,85401        3718  3,BF199300000037,83.82333333333334,9
581,85401        3723  2,BF199300000037,82.79833333333333,9
582,85401        3724  1,BF199300000037,72.13555555555556,9
583,85401        3725  2,BF199300000037,54.32866666666666,9
585,85401        3726  2,BF199300000037,84.03166666666667,9
586,85401        3726  2,BF199300000037,58.471888888888884,9
587,85401        3729  2,BF199300000037,42.792,9
588,85401        3729  2,BF199300000037,39.6695,8
589,85401        3730  3,BF199300000037,65.88811111111112,9
590,85401        3730  3,BF199300000037,27.62322222222222,9
591,85401        3731  2,BF199300000037,69.70911111111111,9
592,85401        3731  4,BF199300000037,83.87444444444445,9
593,85401        38 2  2,BF199300000038,50.20177777777778,9
594,85401        38 7  2,BF199300000038,84.43411111111111,9
595,85401        3810  7,BF199300000038,38.806555555555555,9
596,85401        3813  2,BF199300000038,15.095777777777778,9
597,85401        3813  2,BF199300000038,58.471888888888884,9
598,85401        3814  2,BF199300000038,42.792,9
599,85401        3815  2,BF199300000038,76.56222222222222,9
600,85401        3816  2,BF199300000038,70.90377777777778,9
601,85401        3817  2,BF199300000038,18.44077777777778,9
602,85401        3824  2,BF199300000038,71.066,9
603,85401        39 1  6,BF199300000039,83.68133333333333,9
604,85401        39 3  2,BF199300000039,38.75277777777777,9
605,85401        39 7  2,BF199300000039,58.471888888888884,9
606,85401        39 9  2,BF199300000039,50.20177777777778,9
607,85401        39 9  7,BF199300000039,50.20177777777778,9
608,85401        3912  2,BF199300000039,39.257666666666665,9
609,85401        3912  2,BF199300000039,50.32888888888889,9
610,85401        3916  2,BF199300000039,63.531666666666666,9
611,85401        3918  2,BF199300000039,84.12788888888889,9
612,85401        3918 10,BF199300000039,25.786666666666665,9
613,85401        3925  2,BF199300000039,85.27833333333334,9
616,85401        3930  2,BF199300000039,58.471888888888884,9
617,85401        3934  1,BF199300000039,37.13077777777778,9
618,85401        3938  2,BF199300000039,63.531666666666666,9
619,85401        3939  2,BF199300000039,65.88811111111112,9
620,85401        3939  2,BF199300000039,70.90377777777778,9
621,85401        3941  2,BF199300000039,47.18377777777778,9
622,85401        3941  2,BF199300000039,72.13555555555556,9
623,85401        3942  2,BF199300000039,75.05444444444444,9
624,85401        3943  1,BF199300000039,39.70144444444445,9
625,85401        3944  1,BF199300000039,84.94288888888889,9
626,85401        3949  2,BF199300000039,3.099,5
627,85401        3951  2,BF199300000039,84.03166666666667,9
628,85401        3951  2,BF199300000039,69.70911111111111,9
629,85401        3952 11,BF199300000039,75.04133333333333,9
630,85401        3952 11,BF199300000039,80.58377777777777,9
631,85401        3954  2,BF199300000039,75.04133333333333,9
632,85401        4030  2,BF199300000040,37.13077777777778,9
633,85401        40 1  2,BF199300000040,71.10811111111111,9
634,85401        40 9  2,BF199300000040,18.44077777777778,9
635,85401        4011  2,BF199300000040,21.945555555555558,9
636,85401        4013  1,BF199300000040,50.32888888888889,9
637,85401        4016  2,BF199300000040,89.19288888888889,9
638,85401        4018  2,BF199300000040,71.10811111111111,9
640,85401        4021  3,BF199300000040,75.04133333333333,9
641,85401        4021  3,BF199300000040,52.37544444444444,9
642,85401        4021  8,BF199300000040,80.645,9
643,85401        4021  8,BF199300000040,0.4886666666666667,3
644,85401        4021 13,BF199300000040,18.44077777777778,9
645,85401        4021 13,BF199300000040,71.08911111111111,9
